Vehiculo,Desde,Hacia,Costo
V5,0.0,0.0,0.0
V5,0.0,1.0,26966.86666666667
V5,0.0,2.0,27824.466666666667
V5,0.0,3.0,26134.683333333334
V5,0.0,4.0,3891.9166666666665
V5,0.0,5.0,13100.483333333334
V5,0.0,6.0,26243.8
V5,0.0,7.0,28214.0
V5,0.0,8.0,19091.666666666664
V5,0.0,9.0,31103.716666666667
V5,0.0,10.0,21573.483333333334
V5,0.0,11.0,35504.25
V5,0.0,12.0,26321.333333333336
V5,0.0,13.0,10787.666666666668
V5,0.0,14.0,13502.033333333333
V5,0.0,15.0,15126.666666666666
V5,0.0,16.0,17251.55
V5,0.0,17.0,25110.216666666667
V5,0.0,18.0,18621.183333333334
V5,0.0,19.0,18533.7
V5,0.0,20.0,13769.2
V5,1.0,0.0,19647.2
V5,1.0,1.0,0.0
V5,1.0,2.0,3393.45
V5,1.0,3.0,9576.15
V5,1.0,4.0,19829.983333333334
V5,1.0,5.0,17135.05
V5,1.0,6.0,8612.316666666668
V5,1.0,7.0,12552.316666666666
V5,1.0,8.0,24596.0
V5,1.0,9.0,11099.183333333334
V5,1.0,10.0,31376.05
V5,1.0,11.0,20241.916666666664
V5,1.0,12.0,9762.8
V5,1.0,13.0,19492.6
V5,1.0,14.0,15133.6
V5,1.0,15.0,16339.033333333333
V5,1.0,16.0,7199.0666666666675
V5,1.0,17.0,9137.933333333334
V5,1.0,18.0,29108.533333333333
V5,1.0,19.0,10337.816666666666
V5,1.0,20.0,23712.0
V5,2.0,0.0,22353.166666666664
V5,2.0,1.0,2906.4
V5,2.0,2.0,0.0
V5,2.0,3.0,12282.166666666668
V5,2.0,4.0,22536.0
V5,2.0,5.0,19841.066666666666
V5,2.0,6.0,9602.883333333333
V5,2.0,7.0,15258.333333333332
V5,2.0,8.0,27302.016666666666
V5,2.0,9.0,12089.75
V5,2.0,10.0,34082.066666666666
V5,2.0,11.0,22947.933333333334
V5,2.0,12.0,12468.816666666666
V5,2.0,13.0,22198.566666666666
V5,2.0,14.0,17839.616666666665
V5,2.0,15.0,19045.05
V5,2.0,16.0,9905.083333333332
V5,2.0,17.0,10014.066666666666
V5,2.0,18.0,31814.55
V5,2.0,19.0,13043.783333333333
V5,2.0,20.0,26417.966666666667
V5,3.0,0.0,22811.63333333333
V5,3.0,1.0,9336.916666666668
V5,3.0,2.0,10194.516666666666
V5,3.0,3.0,0.0
V5,3.0,4.0,22994.416666666664
V5,3.0,5.0,16018.65
V5,3.0,6.0,8036.783333333333
V5,3.0,7.0,5335.916666666666
V5,3.0,8.0,22614.05
V5,3.0,9.0,7925.6833333333325
V5,3.0,10.0,29394.1
V5,3.0,11.0,13025.516666666666
V5,3.0,12.0,1841.5
V5,3.0,13.0,19332.733333333334
V5,3.0,14.0,14017.2
V5,3.0,15.0,15155.733333333332
V5,3.0,16.0,8812.75
V5,3.0,17.0,6903.2
V5,3.0,18.0,27126.583333333336
V5,3.0,19.0,10767.316666666666
V5,3.0,20.0,21730.0
V5,4.0,0.0,3240.2166666666667
V5,4.0,1.0,27152.333333333336
V5,4.0,2.0,28009.933333333334
V5,4.0,3.0,26320.15
V5,4.0,4.0,0.0
V5,4.0,5.0,13285.9
V5,4.0,6.0,26429.266666666666
V5,4.0,7.0,28399.466666666667
V5,4.0,8.0,21105.55
V5,4.0,9.0,31289.183333333334
V5,4.0,10.0,23587.36666666667
V5,4.0,11.0,35689.71666666667
V5,4.0,12.0,26506.75
V5,4.0,13.0,11562.133333333333
V5,4.0,14.0,13687.5
V5,4.0,15.0,15312.133333333335
V5,4.0,16.0,17436.966666666667
V5,4.0,17.0,25295.683333333334
V5,4.0,18.0,20635.066666666666
V5,4.0,19.0,18719.166666666664
V5,4.0,20.0,15783.133333333335
V5,5.0,0.0,10884.7
V5,5.0,1.0,16665.633333333335
V5,5.0,2.0,17523.183333333334
V5,5.0,3.0,15569.716666666667
V5,5.0,4.0,11067.483333333334
V5,5.0,5.0,0.0
V5,5.0,6.0,19363.733333333334
V5,5.0,7.0,18545.88333333333
V5,5.0,8.0,15051.616666666665
V5,5.0,9.0,20538.75
V5,5.0,10.0,21831.716666666667
V5,5.0,11.0,26235.483333333334
V5,5.0,12.0,15756.316666666666
V5,5.0,13.0,5445.95
V5,5.0,14.0,4830.3
V5,5.0,15.0,6429.216666666667
V5,5.0,16.0,9924.266666666666
V5,5.0,17.0,18230.15
V5,5.0,18.0,19564.15
V5,5.0,19.0,7760.383333333333
V5,5.0,20.0,12859.666666666668
V5,6.0,0.0,21255.9
V5,6.0,1.0,8183.25
V5,6.0,2.0,9040.85
V5,6.0,3.0,7834.4
V5,6.0,4.0,21438.683333333334
V5,6.0,5.0,17674.116666666665
V5,6.0,6.0,0.0
V5,6.0,7.0,10810.566666666666
V5,6.0,8.0,26534.2
V5,6.0,9.0,5274.8
V5,6.0,10.0,33314.3
V5,6.0,11.0,18500.166666666664
V5,6.0,12.0,7454.633333333333
V5,6.0,13.0,21101.3
V5,6.0,14.0,15637.166666666666
V5,6.0,15.0,17947.733333333334
V5,6.0,16.0,8870.716666666667
V5,6.0,17.0,2126.7833333333333
V5,6.0,18.0,31046.73333333333
V5,6.0,19.0,12203.783333333333
V5,6.0,20.0,25650.2
V5,7.0,0.0,28543.533333333333
V5,7.0,1.0,15068.866666666667
V5,7.0,2.0,15926.416666666666
V5,7.0,3.0,6341.116666666667
V5,7.0,4.0,28726.316666666666
V5,7.0,5.0,20327.516666666666
V5,7.0,6.0,13768.733333333334
V5,7.0,7.0,0.0
V5,7.0,8.0,24381.166666666664
V5,7.0,9.0,14747.366666666667
V5,7.0,10.0,31161.26666666667
V5,7.0,11.0,13556.816666666666
V5,7.0,12.0,7573.45
V5,7.0,13.0,24908.25
V5,7.0,14.0,18693.116666666665
V5,7.0,15.0,16922.85
V5,7.0,16.0,14544.65
V5,7.0,17.0,12635.1
V5,7.0,18.0,28893.7
V5,7.0,19.0,16222.933333333334
V5,7.0,20.0,23497.166666666664
V5,8.0,0.0,18509.5
V5,8.0,1.0,25290.5
V5,8.0,2.0,26148.1
V5,8.0,3.0,24458.316666666666
V5,8.0,4.0,20954.38333333333
V5,8.0,5.0,13010.9
V5,8.0,6.0,28252.333333333336
V5,8.0,7.0,23102.6
V5,8.0,8.0,0.0
V5,8.0,9.0,29427.35
V5,8.0,10.0,10292.95
V5,8.0,11.0,30332.933333333334
V5,8.0,12.0,24644.916666666664
V5,8.0,13.0,13152.683333333334
V5,8.0,14.0,13932.3
V5,8.0,15.0,9857.233333333334
V5,8.0,16.0,19096.2
V5,8.0,17.0,27118.75
V5,8.0,18.0,8025.383333333333
V5,8.0,19.0,15408.6
V5,8.0,20.0,9260.833333333332
V5,9.0,0.0,25374.066666666666
V5,9.0,1.0,11106.966666666667
V5,9.0,2.0,13159.066666666666
V5,9.0,3.0,10157.816666666668
