ClientID,Product,Longitude,Latitude
1,16,-74.14467006218128,4.710743398788686
2,15,-74.14362921498622,4.566308259221117
3,18,-74.03606194453637,4.755399248297806
4,20,-74.06968135672757,4.561070803936262
5,10,-74.10825606814973,4.703705636138744
6,20,-74.03054098395761,4.697554773105059
7,19,-74.08131302473933,4.668945057916611
8,14,-74.10924057631073,4.675777476405624
9,15,-74.17048531343063,4.639454257434001
10,16,-74.10435943551812,4.572050149741606
11,18,-74.09203020117447,4.55011508708845
12,13,-74.08197372290216,4.57760566460712
13,16,-74.08962511781289,4.777614450703637
14,16,-74.07745288336909,4.696137688932328
15,11,-74.13570054160313,4.727247608841783
16,18,-74.15345188357989,4.5675659891701335
17,18,-74.13077763112409,4.593030334163221
18,18,-74.1227052699045,4.636423576058611
19,13,-74.10951981261685,4.6050996977309815
20,13,-74.14056167962116,4.622747449738512
21,18,-74.08277751168245,4.644891585379307
22,20,-74.1153463790009,4.60226544228451
23,17,-74.1523449770799,4.618245405485506
24,16,-74.11999328740032,4.576109904762759
25,8,-74.09700175813764,4.627604752581942
26,14,-74.16664539881006,4.576558334141863
27,8,-74.10893745454102,4.602029797596311
28,12,-74.0537230892104,4.725336243507124
29,14,-74.12101387869001,4.703437340034018
30,20,-74.14693451451951,4.717932120711847
31,15,-74.11367245169906,4.689225401535074
32,10,-74.02908249569916,4.766432924289417
33,18,-74.1042266238021,4.618144548252437
34,13,-74.12636043895036,4.560479928556737
35,14,-74.10074081474751,4.6386572150754
36,15,-74.11190351432941,4.693008431122993
37,20,-74.04189532881865,4.754660123656009
38,15,-74.1369103871936,4.637531314398114
39,17,-74.14976745461706,4.643711245156473
40,9,-74.08502057636977,4.770345189672976
41,15,-74.03462024125668,4.766478260236645
42,17,-74.1266355844992,4.654032616099026
43,17,-74.03548345850527,4.753145707709614
44,10,-74.04809180758426,4.71903736829523
45,6,-74.09729107388223,4.680077672704325
46,20,-74.14202827670547,4.545515395678939
47,14,-74.06797368018577,4.561063528937603
48,14,-74.08327518718474,4.579416758193501
49,12,-74.04059006026496,4.750882780542505
50,16,-74.14969329300176,4.576411060062352
51,11,-74.10673282764111,4.585422015442696
52,18,-74.16382004876597,4.568972664290578
53,10,-74.1049562741566,4.676241899184031
54,16,-74.1024571971296,4.730999108312152
55,20,-74.10777685251226,4.71294560151481
56,17,-74.08358949919594,4.608927059189836
57,20,-74.07005232838539,4.685217745932873
58,17,-74.12331304292348,4.512129775235423
59,12,-74.11206562719121,4.707707436155282
60,20,-74.09447049316698,4.764641731581168
61,9,-74.0922846162768,4.778404960427224
62,17,-74.03326285007198,4.695473235409309
63,17,-74.12096504705549,4.590661100915849
64,17,-74.15374428834564,4.544790845073646
65,16,-74.09124940115515,4.5425759997106
66,12,-74.06727419671148,4.699860204426203
67,7,-74.0942599659564,4.5591478166739385
68,20,-74.16105887801154,4.546682341714508
69,20,-74.11348124568751,4.56009330710561
70,16,-74.06148801723678,4.698919844862493
71,8,-74.05357133144956,4.734815652588427
72,13,-74.10451655733264,4.591858774403821
73,19,-74.0528891766235,4.6879811085050775
74,20,-74.10749331304095,4.511041581555869
75,10,-74.08639170599781,4.718388708628627
76,15,-74.10547887980802,4.750770969445974
77,11,-74.10759724302277,4.689413518802065
78,18,-74.10923379047618,4.630339796343256
79,19,-74.06934784821462,4.66077496923529
80,16,-74.15431600273128,4.685750129182633
81,7,-74.0754461476262,4.642704033371253
82,11,-74.10932904463291,4.575772187065817
83,20,-74.16112174234435,4.603308482418739
84,12,-74.04515412941257,4.782733204226539
85,15,-74.14794851957481,4.623819795295403
86,18,-74.09032369438175,4.707334535031041
87,20,-74.11901667518327,4.649452312813347
88,16,-74.1215282135991,4.577540639280443
89,16,-74.16713419423681,4.65233995179898
90,18,-74.13282454475356,4.614385840633244
91,9,-74.14523187194895,4.684463368270042
92,16,-74.10947505144388,4.725884460701269
93,20,-74.14114835858204,4.618610658512485
94,20,-74.11587045353839,4.66879718870807
95,20,-74.11202684581744,4.655853867007076
96,9,-74.09994560529243,4.510601601210771
97,12,-74.11729437745655,4.636331395511893
98,20,-74.11790634046065,4.689289228732399
99,20,-74.08982765224286,4.77520889950378
100,20,-74.13514901440016,4.624230523375405
101,13,-74.04450424398289,4.727636609552452
102,20,-74.12747889221845,4.640353476263456
