Vehiculo,Desde,Hacia,Costo
V3,0.0,0.0,0.0
V3,0.0,1.0,36963.13333333333
V3,0.0,2.0,100820.4
V3,0.0,3.0,14533.666666666666
V3,0.0,4.0,120944.06666666667
V3,0.0,5.0,66024.3
V3,0.0,6.0,126240.8
V3,0.0,7.0,113432.6
V3,0.0,8.0,68251.76666666666
V3,0.0,9.0,131725.56666666665
V3,0.0,10.0,92047.03333333333
V3,0.0,11.0,154131.5
V3,0.0,12.0,114857.33333333333
V3,0.0,13.0,40457.166666666664
V3,0.0,14.0,56805.433333333334
V3,0.0,15.0,63461.666666666664
V3,0.0,16.0,65982.4
V3,0.0,17.0,96430.06666666667
V3,0.0,18.0,76461.13333333333
V3,0.0,19.0,76624.6
V3,0.0,20.0,56586.1
V3,1.0,0.0,36247.2
V3,1.0,1.0,0.0
V3,1.0,2.0,110628.3
V3,1.0,3.0,44513.333333333336
V3,1.0,4.0,101937.76666666668
V3,1.0,5.0,63766.26666666666
V3,1.0,6.0,107234.5
V3,1.0,7.0,94426.3
V3,1.0,8.0,53813.7
V3,1.0,9.0,112719.26666666668
V3,1.0,10.0,69908.83333333333
V3,1.0,11.0,135125.2
V3,1.0,12.0,95850.63333333333
V3,1.0,13.0,14888.733333333334
V3,1.0,14.0,37791.6
V3,1.0,15.0,45869.73333333334
V3,1.0,16.0,67817.56666666667
V3,1.0,17.0,106237.96666666667
V3,1.0,18.0,54322.933333333334
V3,1.0,19.0,57618.3
V3,1.0,20.0,27065.666666666668
V3,2.0,0.0,85977.2
V3,2.0,1.0,101729.9
V3,2.0,2.0,0.0
V3,2.0,3.0,85893.63333333333
V3,2.0,4.0,37536.8
V3,2.0,5.0,65155.6
V3,2.0,6.0,74831.2
V3,2.0,7.0,31016.56666666667
V3,2.0,8.0,67672.9
V3,2.0,9.0,20078.4
V3,2.0,10.0,135299.4
V3,2.0,11.0,79774.66666666667
V3,2.0,12.0,30003.733333333334
V3,2.0,13.0,82325.4
V3,2.0,14.0,61140.666666666664
V3,2.0,15.0,74661.03333333333
V3,2.0,16.0,34904.066666666666
V3,2.0,17.0,6438.433333333333
V3,2.0,18.0,126830.53333333333
V3,2.0,19.0,46279.433333333334
V3,2.0,20.0,103701.6
V3,3.0,0.0,11875.066666666666
V3,3.0,1.0,38938.96666666667
V3,3.0,2.0,99684.96666666667
V3,3.0,3.0,0.0
V3,3.0,4.0,119808.63333333333
V3,3.0,5.0,64888.86666666666
V3,3.0,6.0,125105.36666666667
V3,3.0,7.0,112297.16666666667
V3,3.0,8.0,67115.93333333333
V3,3.0,9.0,130590.13333333333
V3,3.0,10.0,98754.76666666668
V3,3.0,11.0,152996.06666666665
V3,3.0,12.0,113721.5
V3,3.0,13.0,43403.73333333334
V3,3.0,14.0,55670.0
V3,3.0,15.0,62326.23333333334
V3,3.0,16.0,64846.566666666666
V3,3.0,17.0,95294.63333333333
V3,3.0,18.0,83168.86666666667
V3,3.0,19.0,75489.16666666667
V3,3.0,20.0,63294.23333333334
V3,4.0,0.0,89178.66666666667
V3,4.0,1.0,104745.36666666667
V3,4.0,2.0,38824.73333333334
V3,4.0,3.0,89095.5
V3,4.0,4.0,0.0
V3,4.0,5.0,68357.46666666667
V3,4.0,6.0,77847.06666666667
V3,4.0,7.0,52814.53333333333
V3,4.0,8.0,73127.66666666667
V3,4.0,9.0,49048.0
V3,4.0,10.0,138314.86666666667
V3,4.0,11.0,101572.63333333333
V3,4.0,12.0,54238.86666666666
V3,4.0,13.0,85526.86666666667
V3,4.0,14.0,73230.26666666666
