Vehiculo,Desde,Hacia,Costo
V1,0.0,0.0,0.0
V1,0.0,1.0,45051.833333333336
V1,0.0,2.0,122128.0
V1,0.0,3.0,17574.166666666668
V1,0.0,4.0,147549.66666666666
V1,0.0,5.0,79883.5
V1,0.0,6.0,153471.0
V1,0.0,7.0,138459.5
V1,0.0,8.0,83021.16666666667
V1,0.0,9.0,160474.66666666666
V1,0.0,10.0,112182.33333333331
V1,0.0,11.0,188025.0
V1,0.0,12.0,140153.33333333334
V1,0.0,13.0,48934.16666666666
V1,0.0,14.0,69177.83333333333
V1,0.0,15.0,77271.66666666667
V1,0.0,16.0,79905.5
V1,0.0,17.0,116807.16666666669
V1,0.0,18.0,92986.83333333331
V1,0.0,19.0,93222.0
V1,0.0,20.0,68819.5
V1,1.0,0.0,44201.5
V1,1.0,1.0,0.0
V1,1.0,2.0,134886.0
V1,1.0,3.0,54130.833333333336
V1,1.0,4.0,124313.66666666669
V1,1.0,5.0,77303.66666666667
V1,1.0,6.0,130235.0
V1,1.0,7.0,115223.5
V1,1.0,8.0,65469.0
V1,1.0,9.0,137238.66666666666
V1,1.0,10.0,85090.83333333333
V1,1.0,11.0,164789.0
V1,1.0,12.0,116916.83333333331
V1,1.0,13.0,17858.833333333332
V1,1.0,14.0,45939.5
V1,1.0,15.0,55726.333333333336
V1,1.0,16.0,82459.66666666667
V1,1.0,17.0,129565.16666666669
V1,1.0,18.0,65895.33333333333
V1,1.0,19.0,69986.0
V1,1.0,20.0,32651.666666666668
V1,2.0,0.0,104469.0
V1,2.0,1.0,123703.0
V1,2.0,2.0,0.0
V1,2.0,3.0,104309.33333333331
V1,2.0,4.0,45678.5
V1,2.0,5.0,79192.0
V1,2.0,6.0,90849.0
V1,2.0,7.0,37724.66666666666
V1,2.0,8.0,82303.0
V1,2.0,9.0,24308.0
V1,2.0,10.0,164438.0
V1,2.0,11.0,97281.66666666669
V1,2.0,12.0,36446.333333333336
V1,2.0,13.0,99818.0
V1,2.0,14.0,74141.66666666667
V1,2.0,15.0,90864.83333333331
V1,2.0,16.0,42342.16666666666
V1,2.0,17.0,7670.333333333333
V1,2.0,18.0,154197.33333333334
V1,2.0,19.0,56015.333333333336
V1,2.0,20.0,126002.0
V1,3.0,0.0,14342.166666666666
V1,3.0,1.0,47260.16666666666
V1,3.0,2.0,120615.16666666669
V1,3.0,3.0,0.0
V1,3.0,4.0,146036.83333333334
V1,3.0,5.0,78370.66666666667
V1,3.0,6.0,151958.16666666666
V1,3.0,7.0,136946.66666666666
V1,3.0,8.0,81507.83333333333
V1,3.0,9.0,158961.83333333334
V1,3.0,10.0,120231.16666666669
V1,3.0,11.0,186512.16666666663
V1,3.0,12.0,138640.0
V1,3.0,13.0,52501.333333333336
V1,3.0,14.0,67665.0
V1,3.0,15.0,75758.83333333333
V1,3.0,16.0,78392.16666666667
V1,3.0,17.0,115294.33333333331
V1,3.0,18.0,101035.66666666669
V1,3.0,19.0,91709.16666666669
V1,3.0,20.0,76868.83333333333
V1,4.0,0.0,108271.66666666669
V1,4.0,1.0,127360.66666666669
V1,4.0,2.0,47173.833333333336
V1,4.0,3.0,108112.5
V1,4.0,4.0,0.0
V1,4.0,5.0,82995.16666666667
V1,4.0,6.0,94507.16666666669
V1,4.0,7.0,64479.833333333336
V1,4.0,8.0,88981.66666666667
V1,4.0,9.0,59607.5
V1,4.0,10.0,168095.66666666666
V1,4.0,11.0,124036.83333333331
V1,4.0,12.0,66173.16666666667
V1,4.0,13.0,103620.66666666669
V1,4.0,14.0,89056.16666666667
V1,4.0,15.0,94668.0
V1,4.0,16.0,46483.333333333336
V1,4.0,17.0,48758.16666666666
V1,4.0,18.0,157855.5
V1,4.0,19.0,59960.333333333336
V1,4.0,20.0,129659.66666666669
V1,5.0,0.0,63042.16666666666
V1,5.0,1.0,70068.83333333333
V1,5.0,2.0,90177.5
V1,5.0,3.0,62883.0
V1,5.0,4.0,89132.16666666667
V1,5.0,5.0,0.0
V1,5.0,6.0,126860.16666666669
V1,5.0,7.0,95624.83333333331
V1,5.0,8.0,58919.0
V1,5.0,9.0,103443.0
V1,5.0,10.0,128669.5
V1,5.0,11.0,155181.83333333334
V1,5.0,12.0,97318.16666666669
V1,5.0,13.0,57204.0
V1,5.0,14.0,31527.666666666668
V1,5.0,15.0,53169.5
V1,5.0,16.0,47954.5
V1,5.0,17.0,84856.66666666667
V1,5.0,18.0,118429.33333333331
V1,5.0,19.0,56405.833333333336
V1,5.0,20.0,83166.66666666667
V1,6.0,0.0,143561.83333333334
V1,6.0,1.0,115943.0
V1,6.0,2.0,106101.16666666669
V1,6.0,3.0,143402.16666666666
V1,6.0,4.0,95528.83333333331
V1,6.0,5.0,128362.83333333331
V1,6.0,6.0,0.0
V1,6.0,7.0,61207.833333333336
V1,6.0,8.0,76550.0
V1,6.0,9.0,90392.0
V1,6.0,10.0,123954.83333333331
V1,6.0,11.0,105045.0
V1,6.0,12.0,67724.5
V1,6.0,13.0,115701.83333333331
V1,6.0,14.0,98312.0
V1,6.0,15.0,72185.33333333333
