ClientID,Product,Longitude,Latitude
1,12,-74.15080587752655,4.679769454542633
2,12,-74.01799606682779,4.733830991590818
3,12,-74.14365528529937,4.620928444870193
4,12,-74.03458280137461,4.7330740665555
5,12,-74.05588712830665,4.820900231096688
6,12,-74.04633863054056,4.779275206620083
7,12,-74.06470768583738,4.723527744298546
8,12,-74.16228381122208,4.551786739961474
9,12,-74.09545310710507,4.7263261853539165
10,12,-74.06437527371203,4.662353891105346
11,12,-74.14583743858148,4.682508652030651
12,12,-74.0435651390896,4.6696470000024455
13,8,-74.16213060801908,4.6432878981711685
14,12,-74.06065579807984,4.659001162063419
15,12,-74.09470082204405,4.610677475638341
16,12,-74.14401596610422,4.6105321913757455
17,12,-74.15344945344371,4.639093004061201
18,12,-74.13521508897666,4.595322524530439
19,12,-74.18525848230523,4.623575730110324
20,12,-74.04699850514032,4.6820448830893735
21,12,-74.10063264838327,4.714604301619081
22,12,-74.13247035058447,4.584349076885561
23,12,-74.08812096183223,4.601808353167407
24,12,-74.07724934964033,4.630372860869505
25,12,-74.09060364788147,4.543078840650238
26,12,-74.14360688690662,4.665468925013655
27,12,-74.09844826546863,4.573791467064299
28,12,-74.13546567831179,4.633237478572088
29,12,-74.09979092748372,4.713221667626695
30,12,-74.11401815215768,4.635170764434185
31,11,-74.04598947755775,4.817594751767452
32,12,-74.13723858704769,4.674151805520865
33,12,-74.19934622165607,4.634842781449615
34,12,-74.09343782722284,4.606007243975168
35,12,-74.06408131166147,4.628219016018069
36,12,-74.15305002676416,4.577351664231728
37,12,-74.10598276338656,4.591507422334537
38,12,-74.11810263980469,4.662528769598529
39,12,-74.09919840768201,4.636108249336584
40,12,-74.08382119380175,4.683468229458011
41,12,-74.04327806537287,4.681433253706684
42,12,-74.20020638127643,4.621009558936612
43,12,-74.0825343074274,4.644362493540247
44,12,-74.11510351691575,4.678841430090151
45,12,-74.13097960644443,4.601959453681908
46,12,-74.17871803779973,4.586764170616499
47,12,-74.02905876431227,4.735597416649075
48,12,-74.13584428090304,4.6132765247775405
49,12,-74.10961455253677,4.742093515278723
50,12,-74.08582958932743,4.652642561667873
51,12,-74.15760053139562,4.600888205988551
52,12,-74.0796931873399,4.549367466884016
53,12,-74.09357646889248,4.55515417393174
54,12,-74.09896642450828,4.574081034612315
55,12,-74.13744126992515,4.6478383733415765
56,12,-74.11457278320283,4.612255916620933
57,9,-74.10133122443925,4.663040571972072
58,12,-74.06236964583805,4.758919797882775
59,12,-74.10753958591829,4.601778908497933
60,12,-74.17099744126638,4.582649341089685
61,12,-74.10239034354473,4.755357733756727
62,12,-74.11838942283183,4.680884482895484
63,12,-74.02746833396671,4.698528063511815
64,12,-74.18908029225449,4.6303504599961975
65,12,-74.19819193780812,4.607999065734159
66,12,-74.04108156713701,4.746552939169878
67,12,-74.05977447092283,4.714681242480954
68,12,-74.11978853481759,4.566868541240374
69,12,-74.0658591386104,4.676765989329332
70,12,-74.12151360287666,4.560977596007328
71,12,-74.12882206019144,4.741020138555489
72,12,-74.04575439475184,4.66908366436315
73,12,-74.07105351409295,4.588328399423368
74,12,-74.06262358128717,4.709329203004265
75,12,-74.16630493321455,4.681540545116068
76,12,-74.19678020080597,4.602710693445276
77,12,-74.04162873117184,4.8218132560656
78,12,-74.09786400100863,4.691576910295521
79,12,-74.12401500469795,4.575823929163168
80,5,-74.08862720750967,4.571315385130528
81,12,-74.0343456331748,4.688221811740903
82,12,-74.04150379400424,4.686030807022915
83,12,-74.09402484203703,4.558401647288171
84,12,-74.06883261761244,4.619163588197764
85,12,-74.11858800835633,4.635528071537161
86,12,-74.07513673584079,4.54740664726352
87,10,-74.1626484519259,4.659239664515429
88,12,-74.14700763379481,4.564125508268418
89,12,-74.07318779929471,4.579649145501978
90,12,-74.06336909645199,4.663988800761842
