Vehiculo,Desde,Hacia,Costo
V3,0.0,0.0,0.0
V3,0.0,1.0,32701.7
V3,0.0,2.0,33347.433333333334
V3,0.0,3.0,75011.0
V3,0.0,4.0,62680.166666666664
V3,0.0,5.0,84555.63333333333
V3,0.0,6.0,82072.63333333333
V3,0.0,7.0,70964.33333333333
V3,0.0,8.0,31154.966666666667
V3,0.0,9.0,10760.7
V3,0.0,10.0,73600.96666666667
V3,0.0,11.0,70217.13333333333
V3,0.0,12.0,62769.3
V3,0.0,13.0,28083.13333333333
V3,0.0,14.0,25871.43333333333
V3,0.0,15.0,28586.333333333332
V3,0.0,16.0,18231.7
V3,0.0,17.0,17010.066666666666
V3,0.0,18.0,43972.833333333336
V3,0.0,19.0,41012.066666666666
V3,0.0,20.0,91985.0
V3,0.0,21.0,89554.0
V3,0.0,22.0,69097.4
V3,0.0,23.0,42338.76666666666
V3,0.0,24.0,49448.23333333334
V3,0.0,25.0,35158.96666666667
V3,0.0,26.0,75113.83333333333
V3,0.0,27.0,105443.4
V3,0.0,28.0,66299.13333333333
V3,0.0,29.0,63495.066666666666
V3,0.0,30.0,61921.4
V3,0.0,31.0,106730.7
V3,0.0,32.0,101287.96666666667
V3,0.0,33.0,53954.2
V3,0.0,34.0,51392.03333333333
V3,0.0,35.0,30207.7
V3,0.0,36.0,43728.066666666666
V3,0.0,37.0,12026.9
V3,0.0,38.0,46588.166666666664
V3,0.0,39.0,98262.23333333332
V3,0.0,40.0,23206.5
V3,0.0,41.0,75253.4
V3,1.0,0.0,19429.533333333333
V3,1.0,1.0,0.0
V3,1.0,2.0,24133.9
V3,1.0,3.0,48057.13333333334
V3,1.0,4.0,79880.6
V3,1.0,5.0,107936.1
V3,1.0,6.0,105453.1
V3,1.0,7.0,78930.83333333333
V3,1.0,8.0,24419.56666666667
V3,1.0,9.0,18091.266666666666
V3,1.0,10.0,57136.833333333336
V3,1.0,11.0,85052.5
V3,1.0,12.0,79969.73333333332
V3,1.0,13.0,45283.166666666664
V3,1.0,14.0,43071.46666666667
V3,1.0,15.0,45786.36666666666
V3,1.0,16.0,12024.1
V3,1.0,17.0,34210.1
V3,1.0,18.0,61173.26666666666
V3,1.0,19.0,26787.93333333333
V3,1.0,20.0,75520.86666666667
V3,1.0,21.0,73089.86666666667
V3,1.0,22.0,83812.66666666667
V3,1.0,23.0,57054.03333333333
V3,1.0,24.0,66648.26666666666
V3,1.0,25.0,52359.0
V3,1.0,26.0,48160.36666666666
V3,1.0,27.0,120278.76666666668
V3,1.0,28.0,83499.16666666667
V3,1.0,29.0,36541.6
V3,1.0,30.0,35863.76666666666
V3,1.0,31.0,121566.06666666667
V3,1.0,32.0,84823.83333333333
V3,1.0,33.0,27000.333333333332
