Vehiculo,Desde,Hacia,Costo
V6,0.0,0.0,0.0
V6,0.0,1.0,8998.65
V6,0.0,2.0,9283.533333333333
V6,0.0,3.0,18690.75
V6,0.0,4.0,15652.416666666666
V6,0.0,5.0,21323.933333333334
V6,0.0,6.0,20947.933333333334
V6,0.0,7.0,17260.333333333336
V6,0.0,8.0,9104.266666666666
V6,0.0,9.0,3574.15
V6,0.0,10.0,17630.016666666666
V6,0.0,11.0,17105.683333333334
V6,0.0,12.0,16782.1
V6,0.0,13.0,7157.6833333333325
V6,0.0,14.0,6634.033333333333
V6,0.0,15.0,7439.333333333333
V6,0.0,16.0,5851.15
V6,0.0,17.0,5023.966666666666
V6,0.0,18.0,10721.083333333332
V6,0.0,19.0,10491.716666666667
V6,0.0,20.0,22212.5
V6,0.0,21.0,21449.25
V6,0.0,22.0,17190.3
V6,0.0,23.0,9929.116666666667
V6,0.0,24.0,13256.133333333333
V6,0.0,25.0,8458.516666666666
V6,0.0,26.0,18791.833333333336
V6,0.0,27.0,26913.55
V6,0.0,28.0,17175.933333333334
V6,0.0,29.0,15721.466666666667
V6,0.0,30.0,16354.55
V6,0.0,31.0,26472.9
V6,0.0,32.0,23527.766666666666
V6,0.0,33.0,13048.65
V6,0.0,34.0,13932.233333333334
V6,0.0,35.0,8468.15
V6,0.0,36.0,10778.716666666667
V6,0.0,37.0,3719.3
V6,0.0,38.0,12407.166666666668
V6,0.0,39.0,24205.38333333333
V6,0.0,40.0,6858.0
V6,0.0,41.0,18826.05
V6,1.0,0.0,4675.983333333334
V6,1.0,1.0,0.0
V6,1.0,2.0,5499.55
V6,1.0,3.0,12725.683333333334
V6,1.0,4.0,19588.2
V6,1.0,5.0,25927.95
V6,1.0,6.0,25551.95
V6,1.0,7.0,19964.583333333336
V6,1.0,8.0,5982.966666666667
V6,1.0,9.0,4345.366666666667
V6,1.0,10.0,13049.083333333332
V6,1.0,11.0,20713.75
V6,1.0,12.0,20717.88333333333
